Model,h(m),hw(m),Alpha,Cohesion,Friction,FOS
modelo_h_04_hwp_060_alpha_35_c_00_phi_20.hjs,4,2.4,35,0,20,0.47249654
modelo_h_04_hwp_060_alpha_35_c_00_phi_25.hjs,4,2.4,35,0,25,0.617269616
modelo_h_04_hwp_060_alpha_35_c_00_phi_30.hjs,4,2.4,35,0,30,0.773207988
modelo_h_04_hwp_060_alpha_35_c_00_phi_35.hjs,4,2.4,35,0,35,0.944455782
modelo_h_04_hwp_060_alpha_35_c_00_phi_40.hjs,4,2.4,35,0,40,1.136248485
modelo_h_04_hwp_060_alpha_35_c_00_phi_45.hjs,4,2.4,35,0,45,1.356186208
modelo_h_04_hwp_060_alpha_35_c_05_phi_15.hjs,4,2.4,35,5,15,0.63999754
modelo_h_04_hwp_060_alpha_35_c_05_phi_20.hjs,4,2.4,35,5,20,0.795244499
modelo_h_04_hwp_060_alpha_35_c_05_phi_25.hjs,4,2.4,35,5,25,0.960593597
modelo_h_04_hwp_060_alpha_35_c_05_phi_30.hjs,4,2.4,35,5,30,1.126776492
modelo_h_04_hwp_060_alpha_35_c_05_phi_35.hjs,4,2.4,35,5,35,1.305674924
modelo_h_04_hwp_060_alpha_35_c_05_phi_40.hjs,4,2.4,35,5,40,1.506228179
modelo_h_04_hwp_060_alpha_35_c_05_phi_45.hjs,4,2.4,35,5,45,1.736224891
modelo_h_04_hwp_060_alpha_35_c_10_phi_15.hjs,4,2.4,35,10,15,0.854754527
modelo_h_04_hwp_060_alpha_35_c_10_phi_20.hjs,4,2.4,35,10,20,1.013596884
modelo_h_04_hwp_060_alpha_35_c_10_phi_25.hjs,4,2.4,35,10,25,1.178582554
modelo_h_04_hwp_060_alpha_35_c_10_phi_30.hjs,4,2.4,35,10,30,1.357517515
modelo_h_04_hwp_060_alpha_35_c_10_phi_35.hjs,4,2.4,35,10,35,1.555285903
modelo_h_04_hwp_060_alpha_35_c_10_phi_40.hjs,4,2.4,35,10,40,1.778542148
modelo_h_04_hwp_060_alpha_35_c_10_phi_45.hjs,4,2.4,35,10,45,2.036220438
modelo_h_04_hwp_060_alpha_35_c_15_phi_15.hjs,4,2.4,35,15,15,1.063110721
modelo_h_04_hwp_060_alpha_35_c_15_phi_20.hjs,4,2.4,35,15,20,1.223538793
modelo_h_04_hwp_060_alpha_35_c_15_phi_25.hjs,4,2.4,35,15,25,1.394388288
modelo_h_04_hwp_060_alpha_35_c_15_phi_30.hjs,4,2.4,35,15,30,1.575791666
modelo_h_04_hwp_060_alpha_35_c_15_phi_35.hjs,4,2.4,35,15,35,1.77330953
modelo_h_04_hwp_060_alpha_35_c_15_phi_40.hjs,4,2.4,35,15,40,1.996343583
modelo_h_04_hwp_060_alpha_35_c_15_phi_45.hjs,4,2.4,35,15,45,2.254302125
modelo_h_04_hwp_060_alpha_35_c_20_phi_15.hjs,4,2.4,35,20,15,1.271422054
modelo_h_04_hwp_060_alpha_35_c_20_phi_20.hjs,4,2.4,35,20,20,1.431815252
modelo_h_04_hwp_060_alpha_35_c_20_phi_25.hjs,4,2.4,35,20,25,1.602670288
modelo_h_04_hwp_060_alpha_35_c_20_phi_30.hjs,4,2.4,35,20,30,1.787843727
modelo_h_04_hwp_060_alpha_35_c_20_phi_35.hjs,4,2.4,35,20,35,1.99117576
modelo_h_04_hwp_060_alpha_35_c_20_phi_40.hjs,4,2.4,35,20,40,2.214532003
modelo_h_04_hwp_060_alpha_35_c_20_phi_45.hjs,4,2.4,35,20,45,2.47227938
modelo_h_04_hwp_060_alpha_40_c_00_phi_15.hjs,4,2.4,40,0,15,0.288481517
modelo_h_04_hwp_060_alpha_40_c_00_phi_20.hjs,4,2.4,40,0,20,0.40607158
modelo_h_04_hwp_060_alpha_40_c_00_phi_25.hjs,4,2.4,40,0,25,0.530483059
modelo_h_04_hwp_060_alpha_40_c_00_phi_30.hjs,4,2.4,40,0,30,0.664498105
modelo_h_04_hwp_060_alpha_40_c_00_phi_35.hjs,4,2.4,40,0,35,0.811590304
modelo_h_04_hwp_060_alpha_40_c_00_phi_40.hjs,4,2.4,40,0,40,0.976403412
modelo_h_04_hwp_060_alpha_40_c_00_phi_45.hjs,4,2.4,40,0,45,1.165431388
modelo_h_04_hwp_060_alpha_40_c_05_phi_15.hjs,4,2.4,40,5,15,0.545304031
modelo_h_04_hwp_060_alpha_40_c_05_phi_20.hjs,4,2.4,40,5,20,0.674165221
modelo_h_04_hwp_060_alpha_40_c_05_phi_25.hjs,4,2.4,40,5,25,0.811489431
modelo_h_04_hwp_060_alpha_40_c_05_phi_30.hjs,4,2.4,40,5,30,0.9603948
modelo_h_04_hwp_060_alpha_40_c_05_phi_35.hjs,4,2.4,40,5,35,1.122520554
modelo_h_04_hwp_060_alpha_40_c_05_phi_40.hjs,4,2.4,40,5,40,1.289394967
modelo_h_04_hwp_060_alpha_40_c_05_phi_45.hjs,4,2.4,40,5,45,1.480802918
modelo_h_04_hwp_060_alpha_40_c_10_phi_15.hjs,4,2.4,40,10,15,0.739852516
modelo_h_04_hwp_060_alpha_40_c_10_phi_20.hjs,4,2.4,40,10,20,0.868226735
modelo_h_04_hwp_060_alpha_40_c_10_phi_25.hjs,4,2.4,40,10,25,1.005178161
modelo_h_04_hwp_060_alpha_40_c_10_phi_30.hjs,4,2.4,40,10,30,1.153783427
modelo_h_04_hwp_060_alpha_40_c_10_phi_35.hjs,4,2.4,40,10,35,1.31808919
modelo_h_04_hwp_060_alpha_40_c_10_phi_40.hjs,4,2.4,40,10,40,1.503636983
modelo_h_04_hwp_060_alpha_40_c_10_phi_45.hjs,4,2.4,40,10,45,1.718263996
modelo_h_04_hwp_060_alpha_40_c_15_phi_15.hjs,4,2.4,40,15,15,0.93486636
modelo_h_04_hwp_060_alpha_40_c_15_phi_20.hjs,4,2.4,40,15,20,1.062844514
modelo_h_04_hwp_060_alpha_40_c_15_phi_25.hjs,4,2.4,40,15,25,1.199451562
modelo_h_04_hwp_060_alpha_40_c_15_phi_30.hjs,4,2.4,40,15,30,1.347759437
modelo_h_04_hwp_060_alpha_40_c_15_phi_35.hjs,4,2.4,40,15,35,1.511808366
modelo_h_04_hwp_060_alpha_40_c_15_phi_40.hjs,4,2.4,40,15,40,1.697128381
modelo_h_04_hwp_060_alpha_40_c_15_phi_45.hjs,4,2.4,40,15,45,1.911550777
modelo_h_04_hwp_060_alpha_40_c_20_phi_15.hjs,4,2.4,40,20,15,1.130085418
modelo_h_04_hwp_060_alpha_40_c_20_phi_20.hjs,4,2.4,40,20,20,1.257758961
modelo_h_04_hwp_060_alpha_40_c_20_phi_25.hjs,4,2.4,40,20,25,1.39408328
modelo_h_04_hwp_060_alpha_40_c_20_phi_30.hjs,4,2.4,40,20,30,1.542121545
modelo_h_04_hwp_060_alpha_40_c_20_phi_35.hjs,4,2.4,40,20,35,1.705922639
modelo_h_04_hwp_060_alpha_40_c_20_phi_40.hjs,4,2.4,40,20,40,1.891015548
modelo_h_04_hwp_060_alpha_40_c_20_phi_45.hjs,4,2.4,40,20,45,2.086084226
modelo_h_04_hwp_060_alpha_45_c_00_phi_15.hjs,4,2.4,45,0,15,0.241211446
modelo_h_04_hwp_060_alpha_45_c_00_phi_20.hjs,4,2.4,45,0,20,0.339481078
modelo_h_04_hwp_060_alpha_45_c_00_phi_25.hjs,4,2.4,45,0,25,0.443573915
modelo_h_04_hwp_060_alpha_45_c_00_phi_30.hjs,4,2.4,45,0,30,0.555634224
modelo_h_04_hwp_060_alpha_45_c_00_phi_35.hjs,4,2.4,45,0,35,0.678628802
modelo_h_04_hwp_060_alpha_45_c_00_phi_40.hjs,4,2.4,45,0,40,0.816415305
modelo_h_04_hwp_060_alpha_45_c_00_phi_45.hjs,4,2.4,45,0,45,0.974443758
modelo_h_04_hwp_060_alpha_45_c_05_phi_15.hjs,4,2.4,45,5,15,0.479422233
modelo_h_04_hwp_060_alpha_45_c_05_phi_20.hjs,4,2.4,45,5,20,0.587091581
modelo_h_04_hwp_060_alpha_45_c_05_phi_25.hjs,4,2.4,45,5,25,0.701884182
modelo_h_04_hwp_060_alpha_45_c_05_phi_30.hjs,4,2.4,45,5,30,0.826380543
modelo_h_04_hwp_060_alpha_45_c_05_phi_35.hjs,4,2.4,45,5,35,0.963961312
modelo_h_04_hwp_060_alpha_45_c_05_phi_40.hjs,4,2.4,45,5,40,1.11672783
modelo_h_04_hwp_060_alpha_45_c_05_phi_45.hjs,4,2.4,45,5,45,1.281567161
modelo_h_04_hwp_060_alpha_45_c_10_phi_15.hjs,4,2.4,45,10,15,0.665634478
modelo_h_04_hwp_060_alpha_45_c_10_phi_20.hjs,4,2.4,45,10,20,0.772782041
modelo_h_04_hwp_060_alpha_45_c_10_phi_25.hjs,4,2.4,45,10,25,0.887164046
modelo_h_04_hwp_060_alpha_45_c_10_phi_30.hjs,4,2.4,45,10,30,1.011335174
modelo_h_04_hwp_060_alpha_45_c_10_phi_35.hjs,4,2.4,45,10,35,1.148668777
modelo_h_04_hwp_060_alpha_45_c_10_phi_40.hjs,4,2.4,45,10,40,1.303778046
modelo_h_04_hwp_060_alpha_45_c_10_phi_45.hjs,4,2.4,45,10,45,1.483250996
modelo_h_04_hwp_060_alpha_45_c_15_phi_15.hjs,4,2.4,45,15,15,0.852294086
modelo_h_04_hwp_060_alpha_45_c_15_phi_20.hjs,4,2.4,45,15,20,0.959041061
modelo_h_04_hwp_060_alpha_45_c_15_phi_25.hjs,4,2.4,45,15,25,1.073070438
modelo_h_04_hwp_060_alpha_45_c_15_phi_30.hjs,4,2.4,45,15,30,1.196923509
modelo_h_04_hwp_060_alpha_45_c_15_phi_35.hjs,4,2.4,45,15,35,1.333986211
modelo_h_04_hwp_060_alpha_45_c_15_phi_40.hjs,4,2.4,45,15,40,1.48885379
modelo_h_04_hwp_060_alpha_45_c_15_phi_45.hjs,4,2.4,45,15,45,1.668101633
modelo_h_04_hwp_060_alpha_45_c_20_phi_15.hjs,4,2.4,45,20,15,1.039149261
modelo_h_04_hwp_060_alpha_45_c_20_phi_20.hjs,4,2.4,45,20,20,1.145585832
modelo_h_04_hwp_060_alpha_45_c_20_phi_25.hjs,4,2.4,45,20,25,1.259325673
modelo_h_04_hwp_060_alpha_45_c_20_phi_30.hjs,4,2.4,45,20,30,1.382912475
modelo_h_04_hwp_060_alpha_45_c_20_phi_35.hjs,4,2.4,45,20,35,1.519719351
modelo_h_04_hwp_060_alpha_45_c_20_phi_40.hjs,4,2.4,45,20,40,1.674350523
modelo_h_04_hwp_060_alpha_45_c_20_phi_45.hjs,4,2.4,45,20,45,1.758710091
modelo_h_04_hwp_060_alpha_50_c_00_phi_15.hjs,4,2.4,50,0,15,0.209768038
modelo_h_04_hwp_060_alpha_50_c_00_phi_20.hjs,4,2.4,50,0,20,0.295327303
modelo_h_04_hwp_060_alpha_50_c_00_phi_25.hjs,4,2.4,50,0,25,0.385620075
modelo_h_04_hwp_060_alpha_50_c_00_phi_30.hjs,4,2.4,50,0,30,0.481718878
modelo_h_04_hwp_060_alpha_50_c_00_phi_35.hjs,4,2.4,50,0,35,0.587380929
modelo_h_04_hwp_060_alpha_50_c_00_phi_40.hjs,4,2.4,50,0,40,0.706014407
modelo_h_04_hwp_060_alpha_50_c_00_phi_45.hjs,4,2.4,50,0,45,0.842373484
modelo_h_04_hwp_060_alpha_50_c_05_phi_15.hjs,4,2.4,50,5,15,0.442666365
modelo_h_04_hwp_060_alpha_50_c_05_phi_20.hjs,4,2.4,50,5,20,0.530389698
modelo_h_04_hwp_060_alpha_50_c_05_phi_25.hjs,4,2.4,50,5,25,0.624081956
modelo_h_04_hwp_060_alpha_50_c_05_phi_30.hjs,4,2.4,50,5,30,0.725724865
modelo_h_04_hwp_060_alpha_50_c_05_phi_35.hjs,4,2.4,50,5,35,0.838082866
modelo_h_04_hwp_060_alpha_50_c_05_phi_40.hjs,4,2.4,50,5,40,0.964887902
modelo_h_04_hwp_060_alpha_50_c_05_phi_45.hjs,4,2.4,50,5,45,1.111370035
modelo_h_04_hwp_060_alpha_50_c_10_phi_15.hjs,4,2.4,50,10,15,0.648119401
modelo_h_04_hwp_060_alpha_50_c_10_phi_20.hjs,4,2.4,50,10,20,0.735134815
modelo_h_04_hwp_060_alpha_50_c_10_phi_25.hjs,4,2.4,50,10,25,0.828236252
modelo_h_04_hwp_060_alpha_50_c_10_phi_30.hjs,4,2.4,50,10,30,0.929388749
modelo_h_04_hwp_060_alpha_50_c_10_phi_35.hjs,4,2.4,50,10,35,1.041306931
modelo_h_04_hwp_060_alpha_50_c_10_phi_40.hjs,4,2.4,50,10,40,1.167757281
modelo_h_04_hwp_060_alpha_50_c_10_phi_45.hjs,4,2.4,50,10,45,1.314038823
modelo_h_04_hwp_060_alpha_50_c_15_phi_15.hjs,4,2.4,50,15,15,0.854209374
modelo_h_04_hwp_060_alpha_50_c_15_phi_20.hjs,4,2.4,50,15,20,0.940441503
modelo_h_04_hwp_060_alpha_50_c_15_phi_25.hjs,4,2.4,50,15,25,1.031228456
modelo_h_04_hwp_060_alpha_50_c_15_phi_30.hjs,4,2.4,50,15,30,1.133981097
modelo_h_04_hwp_060_alpha_50_c_15_phi_35.hjs,4,2.4,50,15,35,1.245521113
modelo_h_04_hwp_060_alpha_50_c_15_phi_40.hjs,4,2.4,50,15,40,1.371617153
modelo_h_04_hwp_060_alpha_50_c_15_phi_45.hjs,4,2.4,50,15,45,1.470875062
modelo_h_04_hwp_060_alpha_50_c_20_phi_15.hjs,4,2.4,50,20,15,1.060634813
modelo_h_04_hwp_060_alpha_50_c_20_phi_20.hjs,4,2.4,50,20,20,1.146531228
modelo_h_04_hwp_060_alpha_50_c_20_phi_25.hjs,4,2.4,50,20,25,1.23774805
modelo_h_04_hwp_060_alpha_50_c_20_phi_30.hjs,4,2.4,50,20,30,1.3351439
modelo_h_04_hwp_060_alpha_50_c_20_phi_35.hjs,4,2.4,50,20,35,1.448528028
modelo_h_04_hwp_060_alpha_50_c_20_phi_40.hjs,4,2.4,50,20,40,1.47332122
modelo_h_04_hwp_060_alpha_50_c_20_phi_45.hjs,4,2.4,50,20,45,1.48901993
modelo_h_04_hwp_060_alpha_55_c_00_phi_15.hjs,4,2.4,55,0,15,0.174164172
modelo_h_04_hwp_060_alpha_55_c_00_phi_20.hjs,4,2.4,55,0,20,0.243516061
modelo_h_04_hwp_060_alpha_55_c_00_phi_25.hjs,4,2.4,55,0,25,0.316983097
modelo_h_04_hwp_060_alpha_55_c_00_phi_30.hjs,4,2.4,55,0,30,0.396205871
modelo_h_04_hwp_060_alpha_55_c_00_phi_35.hjs,4,2.4,55,0,35,0.483277103
modelo_h_04_hwp_060_alpha_55_c_00_phi_40.hjs,4,2.4,55,0,40,0.580993275
modelo_h_04_hwp_060_alpha_55_c_00_phi_45.hjs,4,2.4,55,0,45,0.693255807
modelo_h_04_hwp_060_alpha_55_c_05_phi_15.hjs,4,2.4,55,5,15,0.406445372
modelo_h_04_hwp_060_alpha_55_c_05_phi_20.hjs,4,2.4,55,5,20,0.480501637
modelo_h_04_hwp_060_alpha_55_c_05_phi_25.hjs,4,2.4,55,5,25,0.560064968
modelo_h_04_hwp_060_alpha_55_c_05_phi_30.hjs,4,2.4,55,5,30,0.646346059
modelo_h_04_hwp_060_alpha_55_c_05_phi_35.hjs,4,2.4,55,5,35,0.742121539
modelo_h_04_hwp_060_alpha_55_c_05_phi_40.hjs,4,2.4,55,5,40,0.850120109
modelo_h_04_hwp_060_alpha_55_c_05_phi_45.hjs,4,2.4,55,5,45,0.975408969
modelo_h_04_hwp_060_alpha_55_c_10_phi_15.hjs,4,2.4,55,10,15,0.604278016
modelo_h_04_hwp_060_alpha_55_c_10_phi_20.hjs,4,2.4,55,10,20,0.681725401
modelo_h_04_hwp_060_alpha_55_c_10_phi_25.hjs,4,2.4,55,10,25,0.762796889
modelo_h_04_hwp_060_alpha_55_c_10_phi_30.hjs,4,2.4,55,10,30,0.848144448
modelo_h_04_hwp_060_alpha_55_c_10_phi_35.hjs,4,2.4,55,10,35,0.942900033
modelo_h_04_hwp_060_alpha_55_c_10_phi_40.hjs,4,2.4,55,10,40,1.050225219
modelo_h_04_hwp_060_alpha_55_c_10_phi_45.hjs,4,2.4,55,10,45,1.174763101
modelo_h_04_hwp_060_alpha_55_c_15_phi_15.hjs,4,2.4,55,15,15,0.801048053
modelo_h_04_hwp_060_alpha_55_c_15_phi_20.hjs,4,2.4,55,15,20,0.878332314
modelo_h_04_hwp_060_alpha_55_c_15_phi_25.hjs,4,2.4,55,15,25,0.960795374
modelo_h_04_hwp_060_alpha_55_c_15_phi_30.hjs,4,2.4,55,15,30,1.050303307
modelo_h_04_hwp_060_alpha_55_c_15_phi_35.hjs,4,2.4,55,15,35,1.146047436
modelo_h_04_hwp_060_alpha_55_c_15_phi_40.hjs,4,2.4,55,15,40,1.239709756
modelo_h_04_hwp_060_alpha_55_c_15_phi_45.hjs,4,2.4,55,15,45,1.248792229
modelo_h_04_hwp_060_alpha_55_c_20_phi_15.hjs,4,2.4,55,20,15,0.997778307
modelo_h_04_hwp_060_alpha_55_c_20_phi_20.hjs,4,2.4,55,20,20,1.074979732
modelo_h_04_hwp_060_alpha_55_c_20_phi_25.hjs,4,2.4,55,20,25,1.157338356
modelo_h_04_hwp_060_alpha_55_c_20_phi_30.hjs,4,2.4,55,20,30,1.238165796
modelo_h_04_hwp_060_alpha_55_c_20_phi_35.hjs,4,2.4,55,20,35,1.244749652
modelo_h_04_hwp_060_alpha_55_c_20_phi_40.hjs,4,2.4,55,20,40,1.252178291
modelo_h_04_hwp_060_alpha_55_c_20_phi_45.hjs,4,2.4,55,20,45,1.260680192
modelo_h_04_hwp_060_alpha_60_c_00_phi_15.hjs,4,2.4,60,0,15,0.141816357
modelo_h_04_hwp_060_alpha_60_c_00_phi_20.hjs,4,2.4,60,0,20,0.198568884
modelo_h_04_hwp_060_alpha_60_c_00_phi_25.hjs,4,2.4,60,0,25,0.258711231
modelo_h_04_hwp_060_alpha_60_c_00_phi_30.hjs,4,2.4,60,0,30,0.32342796
modelo_h_04_hwp_060_alpha_60_c_00_phi_35.hjs,4,2.4,60,0,35,0.394276877
modelo_h_04_hwp_060_alpha_60_c_00_phi_40.hjs,4,2.4,60,0,40,0.473826418
modelo_h_04_hwp_060_alpha_60_c_00_phi_45.hjs,4,2.4,60,0,45,0.565270978
modelo_h_04_hwp_060_alpha_60_c_05_phi_15.hjs,4,2.4,60,5,15,0.382388599
modelo_h_04_hwp_060_alpha_60_c_05_phi_20.hjs,4,2.4,60,5,20,0.443262636
modelo_h_04_hwp_060_alpha_60_c_05_phi_25.hjs,4,2.4,60,5,25,0.508261371
modelo_h_04_hwp_060_alpha_60_c_05_phi_30.hjs,4,2.4,60,5,30,0.578811654
modelo_h_04_hwp_060_alpha_60_c_05_phi_35.hjs,4,2.4,60,5,35,0.656789855
modelo_h_04_hwp_060_alpha_60_c_05_phi_40.hjs,4,2.4,60,5,40,0.744815014
modelo_h_04_hwp_060_alpha_60_c_05_phi_45.hjs,4,2.4,60,5,45,0.846606338
modelo_h_04_hwp_060_alpha_60_c_10_phi_15.hjs,4,2.4,60,10,15,0.599748072
modelo_h_04_hwp_060_alpha_60_c_10_phi_20.hjs,4,2.4,60,10,20,0.660184671
modelo_h_04_hwp_060_alpha_60_c_10_phi_25.hjs,4,2.4,60,10,25,0.724822463
modelo_h_04_hwp_060_alpha_60_c_10_phi_30.hjs,4,2.4,60,10,30,0.795071013
modelo_h_04_hwp_060_alpha_60_c_10_phi_35.hjs,4,2.4,60,10,35,0.872756451
modelo_h_04_hwp_060_alpha_60_c_10_phi_40.hjs,4,2.4,60,10,40,0.960552241
modelo_h_04_hwp_060_alpha_60_c_10_phi_45.hjs,4,2.4,60,10,45,1.062098898
modelo_h_04_hwp_060_alpha_60_c_15_phi_15.hjs,4,2.4,60,15,15,0.817139624
modelo_h_04_hwp_060_alpha_60_c_15_phi_20.hjs,4,2.4,60,15,20,0.877337696
modelo_h_04_hwp_060_alpha_60_c_15_phi_25.hjs,4,2.4,60,15,25,0.941726282
modelo_h_04_hwp_060_alpha_60_c_15_phi_30.hjs,4,2.4,60,15,30,1.011774057
modelo_h_04_hwp_060_alpha_60_c_15_phi_35.hjs,4,2.4,60,15,35,1.065176544
modelo_h_04_hwp_060_alpha_60_c_15_phi_40.hjs,4,2.4,60,15,40,1.069397098
modelo_h_04_hwp_060_alpha_60_c_15_phi_45.hjs,4,2.4,60,15,45,1.074211229
modelo_h_04_hwp_060_alpha_60_c_20_phi_15.hjs,4,2.4,60,20,15,1.034470426
modelo_h_04_hwp_060_alpha_60_c_20_phi_20.hjs,4,2.4,60,20,20,1.066355724
modelo_h_04_hwp_060_alpha_60_c_20_phi_25.hjs,4,2.4,60,20,25,1.06832238
modelo_h_04_hwp_060_alpha_60_c_20_phi_30.hjs,4,2.4,60,20,30,1.070990648
modelo_h_04_hwp_060_alpha_60_c_20_phi_35.hjs,4,2.4,60,20,35,1.074190903
modelo_h_04_hwp_060_alpha_60_c_20_phi_40.hjs,4,2.4,60,20,40,1.077888781
modelo_h_04_hwp_060_alpha_60_c_20_phi_45.hjs,4,2.4,60,20,45,1.081945793
modelo_h_04_hwp_080_alpha_15_c_00_phi_15.hjs,4,3.2,15,0,15,0.863703784
modelo_h_04_hwp_080_alpha_15_c_00_phi_20.hjs,4,3.2,15,0,20,1.215561013
modelo_h_04_hwp_080_alpha_15_c_00_phi_25.hjs,4,3.2,15,0,25,1.588007888
modelo_h_04_hwp_080_alpha_15_c_00_phi_30.hjs,4,3.2,15,0,30,1.989184595
modelo_h_04_hwp_080_alpha_15_c_00_phi_35.hjs,4,3.2,15,0,35,2.429506613
modelo_h_04_hwp_080_alpha_15_c_00_phi_40.hjs,4,3.2,15,0,40,2.922877123
modelo_h_04_hwp_080_alpha_15_c_00_phi_45.hjs,4,3.2,15,0,45,3.488643488
modelo_h_04_hwp_080_alpha_15_c_05_phi_15.hjs,4,3.2,15,5,15,1.494910742
modelo_h_04_hwp_080_alpha_15_c_05_phi_20.hjs,4,3.2,15,5,20,1.895952614
modelo_h_04_hwp_080_alpha_15_c_05_phi_25.hjs,4,3.2,15,5,25,2.316964569
modelo_h_04_hwp_080_alpha_15_c_05_phi_30.hjs,4,3.2,15,5,30,2.764566903
modelo_h_04_hwp_080_alpha_15_c_05_phi_35.hjs,4,3.2,15,5,35,3.249305262
modelo_h_04_hwp_080_alpha_15_c_05_phi_40.hjs,4,3.2,15,5,40,3.792009068
modelo_h_04_hwp_080_alpha_15_c_05_phi_45.hjs,4,3.2,15,5,45,4.408077965
modelo_h_04_hwp_080_alpha_15_c_10_phi_15.hjs,4,3.2,15,10,15,1.999197824
modelo_h_04_hwp_080_alpha_15_c_10_phi_20.hjs,4,3.2,15,10,20,2.40275848
modelo_h_04_hwp_080_alpha_15_c_10_phi_25.hjs,4,3.2,15,10,25,2.830011436
modelo_h_04_hwp_080_alpha_15_c_10_phi_30.hjs,4,3.2,15,10,30,3.290155822
modelo_h_04_hwp_080_alpha_15_c_10_phi_35.hjs,4,3.2,15,10,35,3.790182546
modelo_h_04_hwp_080_alpha_15_c_10_phi_40.hjs,4,3.2,15,10,40,4.348141193
modelo_h_04_hwp_080_alpha_15_c_10_phi_45.hjs,4,3.2,15,10,45,4.983449879
modelo_h_04_hwp_080_alpha_15_c_15_phi_15.hjs,4,3.2,15,15,15,2.457587534
modelo_h_04_hwp_080_alpha_15_c_15_phi_20.hjs,4,3.2,15,15,20,2.888390618
modelo_h_04_hwp_080_alpha_15_c_15_phi_25.hjs,4,3.2,15,15,25,3.334303546
modelo_h_04_hwp_080_alpha_15_c_15_phi_30.hjs,4,3.2,15,15,30,3.794447912
modelo_h_04_hwp_080_alpha_15_c_15_phi_35.hjs,4,3.2,15,15,35,4.299493011
modelo_h_04_hwp_080_alpha_15_c_15_phi_40.hjs,4,3.2,15,15,40,4.865380599
modelo_h_04_hwp_080_alpha_15_c_15_phi_45.hjs,4,3.2,15,15,45,5.509287872
modelo_h_04_hwp_080_alpha_15_c_20_phi_15.hjs,4,3.2,15,20,15,2.894118074
modelo_h_04_hwp_080_alpha_15_c_20_phi_20.hjs,4,3.2,15,20,20,3.325662386
modelo_h_04_hwp_080_alpha_15_c_20_phi_25.hjs,4,3.2,15,20,25,3.784391446
modelo_h_04_hwp_080_alpha_15_c_20_phi_30.hjs,4,3.2,15,20,30,4.27973574
modelo_h_04_hwp_080_alpha_15_c_20_phi_35.hjs,4,3.2,15,20,35,4.803785285
modelo_h_04_hwp_080_alpha_15_c_20_phi_40.hjs,4,3.2,15,20,40,5.369675144
modelo_h_04_hwp_080_alpha_15_c_20_phi_45.hjs,4,3.2,15,20,45,6.018604955
modelo_h_04_hwp_080_alpha_20_c_00_phi_15.hjs,4,3.2,20,0,15,0.635646304
modelo_h_04_hwp_080_alpha_20_c_00_phi_20.hjs,4,3.2,20,0,20,0.894597108
modelo_h_04_hwp_080_alpha_20_c_00_phi_25.hjs,4,3.2,20,0,25,1.168700975
modelo_h_04_hwp_080_alpha_20_c_00_phi_30.hjs,4,3.2,20,0,30,1.463948607
modelo_h_04_hwp_080_alpha_20_c_00_phi_35.hjs,4,3.2,20,0,35,1.788005428
modelo_h_04_hwp_080_alpha_20_c_00_phi_40.hjs,4,3.2,20,0,40,2.151103513
modelo_h_04_hwp_080_alpha_20_c_00_phi_45.hjs,4,3.2,20,0,45,2.567481546
modelo_h_04_hwp_080_alpha_20_c_05_phi_15.hjs,4,3.2,20,5,15,1.11099574
modelo_h_04_hwp_080_alpha_20_c_05_phi_20.hjs,4,3.2,20,5,20,1.405962516
modelo_h_04_hwp_080_alpha_20_c_05_phi_25.hjs,4,3.2,20,5,25,1.714103565
modelo_h_04_hwp_080_alpha_20_c_05_phi_30.hjs,4,3.2,20,5,30,2.041720899
modelo_h_04_hwp_080_alpha_20_c_05_phi_35.hjs,4,3.2,20,5,35,2.397187699
modelo_h_04_hwp_080_alpha_20_c_05_phi_40.hjs,4,3.2,20,5,40,2.793993393
modelo_h_04_hwp_080_alpha_20_c_05_phi_45.hjs,4,3.2,20,5,45,3.248165659
modelo_h_04_hwp_080_alpha_20_c_10_phi_15.hjs,4,3.2,20,10,15,1.490240992
modelo_h_04_hwp_080_alpha_20_c_10_phi_20.hjs,4,3.2,20,10,20,1.788334213
modelo_h_04_hwp_080_alpha_20_c_10_phi_25.hjs,4,3.2,20,10,25,2.103885188
modelo_h_04_hwp_080_alpha_20_c_10_phi_30.hjs,4,3.2,20,10,30,2.443785305
modelo_h_04_hwp_080_alpha_20_c_10_phi_35.hjs,4,3.2,20,10,35,2.810663009
modelo_h_04_hwp_080_alpha_20_c_10_phi_40.hjs,4,3.2,20,10,40,3.221486883
modelo_h_04_hwp_080_alpha_20_c_10_phi_45.hjs,4,3.2,20,10,45,3.683588131
modelo_h_04_hwp_080_alpha_20_c_15_phi_15.hjs,4,3.2,20,15,15,1.826931944
modelo_h_04_hwp_080_alpha_20_c_15_phi_20.hjs,4,3.2,20,15,20,2.138758062
modelo_h_04_hwp_080_alpha_20_c_15_phi_25.hjs,4,3.2,20,15,25,2.470468538
modelo_h_04_hwp_080_alpha_20_c_15_phi_30.hjs,4,3.2,20,15,30,2.823004
modelo_h_04_hwp_080_alpha_20_c_15_phi_35.hjs,4,3.2,20,15,35,3.196067758
modelo_h_04_hwp_080_alpha_20_c_15_phi_40.hjs,4,3.2,20,15,40,3.614151981
modelo_h_04_hwp_080_alpha_20_c_15_phi_45.hjs,4,3.2,20,15,45,4.086356435
modelo_h_04_hwp_080_alpha_20_c_20_phi_15.hjs,4,3.2,20,20,15,2.160506747
